Unnamed: 0,Enter your name,Enter your email id,What  Age Group do you fall in,Kindly mention your gender,Do you currently own a two-wheeler?,"According to your age group, which bike type is most suitable?  ",Why do you think this type of bike suits your age group best? ,Best bike type for Below 20 years (students/young riders):,Best bike type for 21–30 years (working professionals/young adults):,Best bike type for 31–40 years (family-oriented riders):,  Best bike type for 41–50 years (mid-age riders):,Best bike type for 51 years & above (senior riders):,"When choosing a bike, which feature is most important to you?  ",What price range is affordable for your age group?  ,Do you think electric bikes are a good option for your age group?  ,Timestamp,"According to your age group, which bike type is most suitable?","When choosing a bike, which feature is most important to you?",What price range is affordable for your age group?,Do you think electric bikes are a good option for your age group?
Unknown,Gatik Talwar,piya67@chana-bose.biz,21-30 Years,Prefer not to say,Yes – Commuter (100–150cc),"Electric Bike (eco-friendly, modern)",Low maintenance cost,"Commuter bike (100–125cc, high mileage)",Sports Bike (200–400cc),"Commuter (125–150cc, cost-effective)",Electric Bike,Electric Scooter/Bike,Maintenance cost,"₹70,000–₹1,00,000",Not sure,09-02-2025 03:37,Sports Bike (performance-oriented),Mileage / Fuel efficiency,"₹1,00,000–₹1,50,000",Yes – Affordable and eco-friendly
Unknown,Mamooty Saraf,sonirohan@johal.net,41-50 Years,Prefer not to say,Yes – Cruiser,Cruiser (comfortable for long rides),Eco-friendliness (Electric option),Entry-level Sports (150cc),Sports Bike (200–400cc),"Commuter (125–150cc, cost-effective)",Electric Bike,Electric Scooter/Bike,Maintenance cost,"₹70,000–₹1,00,000",Not sure,07-08-2025 05:43,"Commuter (100–150cc, mileage-focused)",Performance & Speed,"₹70,000–₹1,00,000",Not sure
Unknown,Yuvraj  Dora,dtata@yahoo.com,51 Years and above,Prefer not to say,No,Sports Bike (performance-oriented),Safety features,"Scooter (lightweight, gearless)",Sports Bike (200–400cc),"Commuter (125–150cc, cost-effective)",Electric Bike,Electric Scooter/Bike,Maintenance cost,"₹70,000–₹1,00,000",Not sure,30-06-2025 15:44,Sports Bike (performance-oriented),Resale value,"Below ₹70,000",Yes – Affordable and eco-friendly
Unknown,Manikya Dhar,parinaaztaneja@choudhury.com,51 Years and above,Female,Yes – Cruiser,"Scooter (gearless, lightweight)",Stylish design / Looks,"Commuter bike (100–125cc, high mileage)",Sports Bike (200–400cc),"Commuter (125–150cc, cost-effective)",Electric Bike,Electric Scooter/Bike,Maintenance cost,"₹70,000–₹1,00,000",Not sure,02-11-2025 19:33,"Commuter (100–150cc, mileage-focused)",Comfort & Ease of riding,"Below ₹70,000",Yes – Affordable and eco-friendly
Unknown,Khushi Karpe,choudharyuthkarsh@sood-shanker.info,21-30 Years,Prefer not to say,No,"Commuter (100–150cc, mileage-focused)",Stylish design / Looks,Entry-level Sports (150cc),Sports Bike (200–400cc),"Commuter (125–150cc, cost-effective)",Electric Bike,Electric Scooter/Bike,Maintenance cost,"₹70,000–₹1,00,000",Not sure,16-02-2025 10:06,"Commuter (100–150cc, mileage-focused)",Eco-friendliness (Electric option),"Below ₹70,000","Yes – Good for city rides, but not long tours"
Unknown,Darshit Atwal,madantarini@hotmail.com,41-50 Years,Female,No,"Commuter (100–150cc, mileage-focused)",Safety features,Higher power Bikes(200cc and above),Sports Bike (200–400cc),"Commuter (125–150cc, cost-effective)",Electric Bike,Electric Scooter/Bike,Maintenance cost,"₹70,000–₹1,00,000",Not sure,15-09-2025 11:05,"Electric Bike (eco-friendly, modern)",Resale value,"₹70,000–₹1,00,000",No – Lack of charging/service support
Unknown,Zara Kaur,edwinlavanya@gmail.com,31-40 Years,Male,No,"Scooter (gearless, lightweight)",Mileage / Fuel efficiency,"Commuter bike (100–125cc, high mileage)",Sports Bike (200–400cc),"Commuter (125–150cc, cost-effective)",Electric Bike,Electric Scooter/Bike,Maintenance cost,"₹70,000–₹1,00,000",Not sure,05-09-2025 06:10,"Electric Bike (eco-friendly, modern)",Eco-friendliness (Electric option),"₹1,00,000–₹1,50,000","Yes – Good for city rides, but not long tours"
Unknown,Indranil Vasa,tejas51@gmail.com,Below 20 years,Female,Yes – Scooter (gearless),Sports Bike (performance-oriented),Performance & Speed,"Commuter bike (100–125cc, high mileage)",Sports Bike (200–400cc),"Commuter (125–150cc, cost-effective)",Electric Bike,Electric Scooter/Bike,Maintenance cost,"₹70,000–₹1,00,000",Not sure,22-09-2025 01:40,"Electric Bike (eco-friendly, modern)",Comfort & Ease of riding,"Above ₹1,50,000","Yes – Good for city rides, but not long tours"
Unknown,Oorja Ray,rhea89@hegde-borde.com,41-50 Years,Male,Yes – Electric Bike,"Commuter (100–150cc, mileage-focused)",Low maintenance cost,Higher power Bikes(200cc and above),Sports Bike (200–400cc),"Commuter (125–150cc, cost-effective)",Electric Bike,Electric Scooter/Bike,Maintenance cost,"₹70,000–₹1,00,000",Not sure,08-07-2025 07:34,Sports Bike (performance-oriented),Safety features,"Above ₹1,50,000",No – Too costly compared to fuel bikes
Unknown,Eshani Agate,guhariaan@kumer.com,51 Years and above,Male,Yes – Electric Bike,"Electric Bike (eco-friendly, modern)",Performance & Speed,Electric bike/scooter,Sports Bike (200–400cc),"Commuter (125–150cc, cost-effective)",Electric Bike,Electric Scooter/Bike,Maintenance cost,"₹70,000–₹1,00,000",Not sure,22-08-2025 08:32,Cruiser (comfortable for long rides),Performance & Speed,"₹70,000–₹1,00,000",Yes – Affordable and eco-friendly
Unknown,Kiaan Shenoy,krish64@yahoo.com,51 Years and above,Male,Yes – Commuter (100–150cc),"Electric Bike (eco-friendly, modern)",Mileage / Fuel efficiency,"Commuter bike (100–125cc, high mileage)",Sports Bike (200–400cc),"Commuter (125–150cc, cost-effective)",Electric Bike,Electric Scooter/Bike,Maintenance cost,"₹70,000–₹1,00,000",Not sure,29-08-2025 06:59,"Commuter (100–150cc, mileage-focused)",Comfort & Ease of riding,"₹1,00,000–₹1,50,000",No – Lack of charging/service support
Unknown,Gatik Mahajan,manejhanvi@hotmail.com,31-40 Years,Female,Yes – Sports Bike,"Scooter (gearless, lightweight)",Comfort & Ease of riding,"Scooter (lightweight, gearless)",Sports Bike (200–400cc),"Commuter (125–150cc, cost-effective)",Electric Bike,Electric Scooter/Bike,Maintenance cost,"₹70,000–₹1,00,000",Not sure,06-07-2025 07:25,Sports Bike (performance-oriented),Stylish design / Looks,"₹1,00,000–₹1,50,000",No – Too costly compared to fuel bikes
Unknown,Prisha Bahl,keyasarkar@yahoo.com,31-40 Years,Prefer not to say,No,Cruiser (comfortable for long rides),Eco-friendliness (Electric option),"Scooter (lightweight, gearless)",Sports Bike (200–400cc),"Commuter (125–150cc, cost-effective)",Electric Bike,Electric Scooter/Bike,Maintenance cost,"₹70,000–₹1,00,000",Not sure,15-04-2025 13:50,"Electric Bike (eco-friendly, modern)",Mileage / Fuel efficiency,"₹1,00,000–₹1,50,000",No – Lack of charging/service support
Unknown,Aniruddh Dhingra,yborra@yahoo.com,21-30 Years,Prefer not to say,No,Cruiser (comfortable for long rides),Eco-friendliness (Electric option),Entry-level Sports (150cc),Sports Bike (200–400cc),"Commuter (125–150cc, cost-effective)",Electric Bike,Electric Scooter/Bike,Maintenance cost,"₹70,000–₹1,00,000",Not sure,12-08-2025 11:30,"Electric Bike (eco-friendly, modern)",Mileage / Fuel efficiency,"₹70,000–₹1,00,000",No – Too costly compared to fuel bikes
Unknown,Chirag Sha,xmangal@gmail.com,41-50 Years,Prefer not to say,Yes – Commuter (100–150cc),"Commuter (100–150cc, mileage-focused)",Performance & Speed,"Commuter bike (100–125cc, high mileage)",Sports Bike (200–400cc),"Commuter (125–150cc, cost-effective)",Electric Bike,Electric Scooter/Bike,Maintenance cost,"₹70,000–₹1,00,000",Not sure,28-10-2025 09:11,"Electric Bike (eco-friendly, modern)",Stylish design / Looks,"₹70,000–₹1,00,000","Yes – Good for city rides, but not long tours"
Unknown,Aarush Mand,dassahil@goswami.com,21-30 Years,Male,Yes – Cruiser,"Electric Bike (eco-friendly, modern)",Safety features,Entry-level Sports (150cc),Sports Bike (200–400cc),"Commuter (125–150cc, cost-effective)",Electric Bike,Electric Scooter/Bike,Maintenance cost,"₹70,000–₹1,00,000",Not sure,09-04-2025 12:40,Cruiser (comfortable for long rides),Stylish design / Looks,"₹1,00,000–₹1,50,000",Not sure
Unknown,Divyansh Dyal,ydixit@yahoo.com,41-50 Years,Prefer not to say,Yes – Cruiser,Cruiser (comfortable for long rides),Performance & Speed,Higher power Bikes(200cc and above),Sports Bike (200–400cc),"Commuter (125–150cc, cost-effective)",Electric Bike,Electric Scooter/Bike,Maintenance cost,"₹70,000–₹1,00,000",Not sure,02-07-2025 14:38,"Scooter (gearless, lightweight)",Resale value,"Below ₹70,000",No – Too costly compared to fuel bikes
Unknown,Arnav Magar,arhaanuppal@dash-raval.com,41-50 Years,Male,Yes – Sports Bike,"Electric Bike (eco-friendly, modern)",Stylish design / Looks,Entry-level Sports (150cc),Sports Bike (200–400cc),"Commuter (125–150cc, cost-effective)",Electric Bike,Electric Scooter/Bike,Maintenance cost,"₹70,000–₹1,00,000",Not sure,11-08-2025 19:09,"Commuter (100–150cc, mileage-focused)",Stylish design / Looks,"₹70,000–₹1,00,000","Yes – Good for city rides, but not long tours"
Unknown,Kashvi Dani,purabkrishna@ganguly-tank.org,51 Years and above,Male,No,Sports Bike (performance-oriented),Performance & Speed,Entry-level Sports (150cc),Sports Bike (200–400cc),"Commuter (125–150cc, cost-effective)",Electric Bike,Electric Scooter/Bike,Maintenance cost,"₹70,000–₹1,00,000",Not sure,05-10-2025 11:05,Sports Bike (performance-oriented),Comfort & Ease of riding,"₹1,00,000–₹1,50,000","Yes – Good for city rides, but not long tours"
Unknown,Miraya Mallick,bedianika@badal-srinivas.info,41-50 Years,Male,Yes – Sports Bike,Cruiser (comfortable for long rides),Stylish design / Looks,Higher power Bikes(200cc and above),Sports Bike (200–400cc),"Commuter (125–150cc, cost-effective)",Electric Bike,Electric Scooter/Bike,Maintenance cost,"₹70,000–₹1,00,000",Not sure,02-11-2025 19:00,Sports Bike (performance-oriented),Low maintenance cost,"Below ₹70,000",No – Lack of charging/service support
Unknown,Samarth Datta,vidur11@hotmail.com,31-40 Years,Prefer not to say,Yes – Cruiser,"Scooter (gearless, lightweight)",Low maintenance cost,"Scooter (lightweight, gearless)",Sports Bike (200–400cc),"Commuter (125–150cc, cost-effective)",Electric Bike,Electric Scooter/Bike,Maintenance cost,"₹70,000–₹1,00,000",Not sure,06-03-2025 02:46,"Electric Bike (eco-friendly, modern)",Performance & Speed,"₹1,00,000–₹1,50,000",Yes – Affordable and eco-friendly
Unknown,Pari Brar,vanyabansal@sachdeva.com,Below 20 years,Prefer not to say,No,Cruiser (comfortable for long rides),Comfort & Ease of riding,Electric bike/scooter,Sports Bike (200–400cc),"Commuter (125–150cc, cost-effective)",Electric Bike,Electric Scooter/Bike,Maintenance cost,"₹70,000–₹1,00,000",Not sure,06-05-2025 03:19,"Electric Bike (eco-friendly, modern)",Performance & Speed,"Below ₹70,000",No – Lack of charging/service support
Unknown,Drishya Manne,sumerbedi@tella.net,Below 20 years,Male,Yes – Scooter (gearless),"Scooter (gearless, lightweight)",Performance & Speed,"Commuter bike (100–125cc, high mileage)",Sports Bike (200–400cc),"Commuter (125–150cc, cost-effective)",Electric Bike,Electric Scooter/Bike,Maintenance cost,"₹70,000–₹1,00,000",Not sure,06-09-2025 11:09,Cruiser (comfortable for long rides),Comfort & Ease of riding,"Above ₹1,50,000","Yes – Good for city rides, but not long tours"
Unknown,Renee Krish,tchar@gmail.com,21-30 Years,Female,Yes – Electric Bike,"Scooter (gearless, lightweight)",Safety features,Electric bike/scooter,Sports Bike (200–400cc),"Commuter (125–150cc, cost-effective)",Electric Bike,Electric Scooter/Bike,Maintenance cost,"₹70,000–₹1,00,000",Not sure,31-05-2025 17:30,"Commuter (100–150cc, mileage-focused)",Eco-friendliness (Electric option),"Below ₹70,000","Yes – Good for city rides, but not long tours"
Unknown,Mohanlal Basak,somanjivin@chad.com,21-30 Years,Female,No,"Scooter (gearless, lightweight)",Comfort & Ease of riding,Higher power Bikes(200cc and above),Sports Bike (200–400cc),"Commuter (125–150cc, cost-effective)",Electric Bike,Electric Scooter/Bike,Maintenance cost,"₹70,000–₹1,00,000",Not sure,04-11-2025 12:11,Sports Bike (performance-oriented),Mileage / Fuel efficiency,"Above ₹1,50,000",No – Too costly compared to fuel bikes
Unknown,Madhup Chander,nbanik@gmail.com,41-50 Years,Male,Yes – Electric Bike,Cruiser (comfortable for long rides),Eco-friendliness (Electric option),Entry-level Sports (150cc),Sports Bike (200–400cc),"Commuter (125–150cc, cost-effective)",Electric Bike,Electric Scooter/Bike,Maintenance cost,"₹70,000–₹1,00,000",Not sure,10-02-2025 09:55,"Commuter (100–150cc, mileage-focused)",Mileage / Fuel efficiency,"₹70,000–₹1,00,000",Not sure
Unknown,Suhana Aggarwal,chopraadvik@hotmail.com,51 Years and above,Male,No,Sports Bike (performance-oriented),Eco-friendliness (Electric option),Entry-level Sports (150cc),Sports Bike (200–400cc),"Commuter (125–150cc, cost-effective)",Electric Bike,Electric Scooter/Bike,Maintenance cost,"₹70,000–₹1,00,000",Not sure,04-01-2025 07:52,"Electric Bike (eco-friendly, modern)",Eco-friendliness (Electric option),"Below ₹70,000",Not sure
Unknown,Amani Sachdev,wjohal@sidhu-guha.org,41-50 Years,Prefer not to say,Yes – Cruiser,"Scooter (gearless, lightweight)",Comfort & Ease of riding,Entry-level Sports (150cc),Sports Bike (200–400cc),"Commuter (125–150cc, cost-effective)",Electric Bike,Electric Scooter/Bike,Maintenance cost,"₹70,000–₹1,00,000",Not sure,14-07-2025 05:30,Cruiser (comfortable for long rides),Low maintenance cost,"Above ₹1,50,000",No – Too costly compared to fuel bikes
Unknown,Advika Chaudhry,yakshit37@deep-talwar.com,21-30 Years,Male,Yes – Cruiser,Sports Bike (performance-oriented),Low maintenance cost,Entry-level Sports (150cc),Sports Bike (200–400cc),"Commuter (125–150cc, cost-effective)",Electric Bike,Electric Scooter/Bike,Maintenance cost,"₹70,000–₹1,00,000",Not sure,19-10-2025 08:24,"Electric Bike (eco-friendly, modern)",Resale value,"₹70,000–₹1,00,000",Not sure
Unknown,Yuvaan Swaminathan,sarinadvika@yahoo.com,31-40 Years,Male,Yes – Scooter (gearless),Cruiser (comfortable for long rides),Comfort & Ease of riding,Entry-level Sports (150cc),Sports Bike (200–400cc),"Commuter (125–150cc, cost-effective)",Electric Bike,Electric Scooter/Bike,Maintenance cost,"₹70,000–₹1,00,000",Not sure,15-08-2025 13:41,"Electric Bike (eco-friendly, modern)",Safety features,"Above ₹1,50,000",Yes – Affordable and eco-friendly
Unknown,Lavanya Singh,miraan83@gmail.com,21-30 Years,Male,Yes – Commuter (100–150cc),Sports Bike (performance-oriented),Comfort & Ease of riding,Entry-level Sports (150cc),Sports Bike (200–400cc),"Commuter (125–150cc, cost-effective)",Electric Bike,Electric Scooter/Bike,Maintenance cost,"₹70,000–₹1,00,000",Not sure,17-10-2025 02:05,Cruiser (comfortable for long rides),Resale value,"₹1,00,000–₹1,50,000",No – Too costly compared to fuel bikes
Unknown,Vidur Dubey,zachariakartik@ram.com,21-30 Years,Female,Yes – Sports Bike,"Electric Bike (eco-friendly, modern)",Stylish design / Looks,Entry-level Sports (150cc),Sports Bike (200–400cc),"Commuter (125–150cc, cost-effective)",Electric Bike,Electric Scooter/Bike,Maintenance cost,"₹70,000–₹1,00,000",Not sure,10-08-2025 09:10,"Scooter (gearless, lightweight)",Performance & Speed,"₹70,000–₹1,00,000",Yes – Affordable and eco-friendly
Unknown,Vivaan Dube,faiyaz36@gmail.com,51 Years and above,Prefer not to say,Yes – Electric Bike,"Scooter (gearless, lightweight)",Performance & Speed,Higher power Bikes(200cc and above),Sports Bike (200–400cc),"Commuter (125–150cc, cost-effective)",Electric Bike,Electric Scooter/Bike,Maintenance cost,"₹70,000–₹1,00,000",Not sure,27-04-2025 05:50,Cruiser (comfortable for long rides),Mileage / Fuel efficiency,"Above ₹1,50,000",No – Too costly compared to fuel bikes
Unknown,Jayant Mandal,hirankata@bhardwaj-bobal.com,51 Years and above,Male,Yes – Commuter (100–150cc),"Commuter (100–150cc, mileage-focused)",Eco-friendliness (Electric option),"Commuter bike (100–125cc, high mileage)",Sports Bike (200–400cc),"Commuter (125–150cc, cost-effective)",Electric Bike,Electric Scooter/Bike,Maintenance cost,"₹70,000–₹1,00,000",Not sure,14-03-2025 01:25,Sports Bike (performance-oriented),Safety features,"Above ₹1,50,000",No – Lack of charging/service support
Unknown,Dhruv Lala,chandranjayant@hotmail.com,51 Years and above,Female,Yes – Cruiser,"Electric Bike (eco-friendly, modern)",Stylish design / Looks,Higher power Bikes(200cc and above),Sports Bike (200–400cc),"Commuter (125–150cc, cost-effective)",Electric Bike,Electric Scooter/Bike,Maintenance cost,"₹70,000–₹1,00,000",Not sure,10-10-2025 01:08,"Electric Bike (eco-friendly, modern)",Comfort & Ease of riding,"Above ₹1,50,000",No – Too costly compared to fuel bikes
Unknown,Anya Dara,xraj@chauhan-gill.org,Below 20 years,Female,Yes – Sports Bike,"Commuter (100–150cc, mileage-focused)",Stylish design / Looks,Electric bike/scooter,Sports Bike (200–400cc),"Commuter (125–150cc, cost-effective)",Electric Bike,Electric Scooter/Bike,Maintenance cost,"₹70,000–₹1,00,000",Not sure,21-05-2025 10:13,"Electric Bike (eco-friendly, modern)",Safety features,"Below ₹70,000",Yes – Affordable and eco-friendly
Unknown,Miraan Mammen,zeeshanagate@gmail.com,51 Years and above,Female,Yes – Electric Bike,"Scooter (gearless, lightweight)",Performance & Speed,Higher power Bikes(200cc and above),Sports Bike (200–400cc),"Commuter (125–150cc, cost-effective)",Electric Bike,Electric Scooter/Bike,Maintenance cost,"₹70,000–₹1,00,000",Not sure,07-03-2025 01:41,Cruiser (comfortable for long rides),Resale value,"₹1,00,000–₹1,50,000",No – Lack of charging/service support
Unknown,Aarush Desai,mkala@wason.com,21-30 Years,Prefer not to say,Yes – Sports Bike,"Scooter (gearless, lightweight)",Mileage / Fuel efficiency,Electric bike/scooter,Sports Bike (200–400cc),"Commuter (125–150cc, cost-effective)",Electric Bike,Electric Scooter/Bike,Maintenance cost,"₹70,000–₹1,00,000",Not sure,13-05-2025 02:24,"Electric Bike (eco-friendly, modern)",Comfort & Ease of riding,"Below ₹70,000",No – Lack of charging/service support
Unknown,Shaan Sarin,dishani17@yadav.com,41-50 Years,Prefer not to say,Yes – Scooter (gearless),Sports Bike (performance-oriented),Eco-friendliness (Electric option),Electric bike/scooter,Sports Bike (200–400cc),"Commuter (125–150cc, cost-effective)",Electric Bike,Electric Scooter/Bike,Maintenance cost,"₹70,000–₹1,00,000",Not sure,21-03-2025 21:45,"Electric Bike (eco-friendly, modern)",Stylish design / Looks,"₹1,00,000–₹1,50,000",Not sure
Unknown,Shalv Issac,fatehbala@yahoo.com,21-30 Years,Prefer not to say,Yes – Cruiser,Cruiser (comfortable for long rides),Eco-friendliness (Electric option),"Commuter bike (100–125cc, high mileage)",Sports Bike (200–400cc),"Commuter (125–150cc, cost-effective)",Electric Bike,Electric Scooter/Bike,Maintenance cost,"₹70,000–₹1,00,000",Not sure,03-01-2025 11:04,"Commuter (100–150cc, mileage-focused)",Comfort & Ease of riding,"Below ₹70,000",Not sure
Unknown,Kiara Randhawa,yakshit02@balan.com,51 Years and above,Prefer not to say,Yes – Cruiser,Sports Bike (performance-oriented),Eco-friendliness (Electric option),"Scooter (lightweight, gearless)",Sports Bike (200–400cc),"Commuter (125–150cc, cost-effective)",Electric Bike,Electric Scooter/Bike,Maintenance cost,"₹70,000–₹1,00,000",Not sure,13-08-2025 02:16,Sports Bike (performance-oriented),Safety features,"Above ₹1,50,000",Not sure
Unknown,Kabir Saini,cbava@sabharwal.com,51 Years and above,Male,Yes – Cruiser,"Electric Bike (eco-friendly, modern)",Eco-friendliness (Electric option),Higher power Bikes(200cc and above),Sports Bike (200–400cc),"Commuter (125–150cc, cost-effective)",Electric Bike,Electric Scooter/Bike,Maintenance cost,"₹70,000–₹1,00,000",Not sure,25-07-2025 03:12,"Scooter (gearless, lightweight)",Safety features,"₹1,00,000–₹1,50,000",No – Lack of charging/service support
Unknown,Vidur Chand,comarelakshi@bose-rao.org,Below 20 years,Female,Yes – Electric Bike,"Scooter (gearless, lightweight)",Eco-friendliness (Electric option),Higher power Bikes(200cc and above),Sports Bike (200–400cc),"Commuter (125–150cc, cost-effective)",Electric Bike,Electric Scooter/Bike,Maintenance cost,"₹70,000–₹1,00,000",Not sure,03-02-2025 17:37,"Scooter (gearless, lightweight)",Performance & Speed,"Below ₹70,000",No – Lack of charging/service support
Unknown,Vidur Sabharwal,andrabadal@sahni-maharaj.com,Below 20 years,Male,Yes – Electric Bike,Sports Bike (performance-oriented),Eco-friendliness (Electric option),Electric bike/scooter,Sports Bike (200–400cc),"Commuter (125–150cc, cost-effective)",Electric Bike,Electric Scooter/Bike,Maintenance cost,"₹70,000–₹1,00,000",Not sure,15-04-2025 15:16,Sports Bike (performance-oriented),Mileage / Fuel efficiency,"₹1,00,000–₹1,50,000",No – Too costly compared to fuel bikes
Unknown,Amira Devi,hazel37@gmail.com,41-50 Years,Prefer not to say,Yes – Scooter (gearless),"Scooter (gearless, lightweight)",Eco-friendliness (Electric option),"Scooter (lightweight, gearless)",Sports Bike (200–400cc),"Commuter (125–150cc, cost-effective)",Electric Bike,Electric Scooter/Bike,Maintenance cost,"₹70,000–₹1,00,000",Not sure,29-07-2025 02:25,Sports Bike (performance-oriented),Safety features,"₹70,000–₹1,00,000",No – Lack of charging/service support
Unknown,Devansh Dube,alia03@brar.net,Below 20 years,Prefer not to say,Yes – Electric Bike,"Scooter (gearless, lightweight)",Eco-friendliness (Electric option),Electric bike/scooter,Sports Bike (200–400cc),"Commuter (125–150cc, cost-effective)",Electric Bike,Electric Scooter/Bike,Maintenance cost,"₹70,000–₹1,00,000",Not sure,29-10-2025 14:11,Cruiser (comfortable for long rides),Resale value,"₹1,00,000–₹1,50,000","Yes – Good for city rides, but not long tours"
Unknown,Aradhya Kadakia,sshah@gmail.com,Below 20 years,Female,Yes – Sports Bike,Sports Bike (performance-oriented),Eco-friendliness (Electric option),Entry-level Sports (150cc),Sports Bike (200–400cc),"Commuter (125–150cc, cost-effective)",Electric Bike,Electric Scooter/Bike,Maintenance cost,"₹70,000–₹1,00,000",Not sure,14-06-2025 10:47,Cruiser (comfortable for long rides),Performance & Speed,"Above ₹1,50,000",Yes – Affordable and eco-friendly
Unknown,Tarini Khurana,vartyjiya@yahoo.com,21-30 Years,Female,Yes – Sports Bike,"Scooter (gearless, lightweight)",Eco-friendliness (Electric option),Entry-level Sports (150cc),Sports Bike (200–400cc),"Commuter (125–150cc, cost-effective)",Electric Bike,Electric Scooter/Bike,Maintenance cost,"₹70,000–₹1,00,000",Not sure,10-03-2025 17:10,Sports Bike (performance-oriented),Stylish design / Looks,"₹1,00,000–₹1,50,000","Yes – Good for city rides, but not long tours"
Unknown,Mahika Garg,saksham96@gmail.com,51 Years and above,Male,Yes – Scooter (gearless),"Scooter (gearless, lightweight)",Eco-friendliness (Electric option),Higher power Bikes(200cc and above),Sports Bike (200–400cc),"Commuter (125–150cc, cost-effective)",Electric Bike,Electric Scooter/Bike,Maintenance cost,"₹70,000–₹1,00,000",Not sure,19-10-2025 20:41,Cruiser (comfortable for long rides),Stylish design / Looks,"₹70,000–₹1,00,000",Yes – Affordable and eco-friendly
Unknown,Charvi Tank,vamble@yahoo.com,Below 20 years,Female,Yes – Sports Bike,Sports Bike (performance-oriented),Eco-friendliness (Electric option),Entry-level Sports (150cc),Sports Bike (200–400cc),"Commuter (125–150cc, cost-effective)",Electric Bike,Electric Scooter/Bike,Maintenance cost,"₹70,000–₹1,00,000",Not sure,08-09-2025 14:24,"Scooter (gearless, lightweight)",Low maintenance cost,"Above ₹1,50,000","Yes – Good for city rides, but not long tours"
Unknown,Ahana  Tara,nbhattacharyya@lalla.com,41-50 Years,Male,Yes – Cruiser,"Scooter (gearless, lightweight)",Eco-friendliness (Electric option),"Scooter (lightweight, gearless)",Sports Bike (200–400cc),"Commuter (125–150cc, cost-effective)",Electric Bike,Electric Scooter/Bike,Maintenance cost,"₹70,000–₹1,00,000",Not sure,10-09-2025 19:15,"Scooter (gearless, lightweight)",Mileage / Fuel efficiency,"Below ₹70,000",No – Lack of charging/service support
Unknown,Reyansh Arya,anyasawhney@master-sandhu.net,21-30 Years,Prefer not to say,Yes – Commuter (100–150cc),"Commuter (100–150cc, mileage-focused)",Eco-friendliness (Electric option),Higher power Bikes(200cc and above),Sports Bike (200–400cc),"Commuter (125–150cc, cost-effective)",Electric Bike,Electric Scooter/Bike,Maintenance cost,"₹70,000–₹1,00,000",Not sure,10-04-2025 18:59,"Scooter (gearless, lightweight)",Eco-friendliness (Electric option),"₹1,00,000–₹1,50,000","Yes – Good for city rides, but not long tours"
Unknown,Prisha Bail,doctordhruv@yahoo.com,31-40 Years,Male,Yes – Sports Bike,Sports Bike (performance-oriented),Eco-friendliness (Electric option),"Commuter bike (100–125cc, high mileage)",Sports Bike (200–400cc),"Commuter (125–150cc, cost-effective)",Electric Bike,Electric Scooter/Bike,Maintenance cost,"₹70,000–₹1,00,000",Not sure,19-10-2025 22:58,"Electric Bike (eco-friendly, modern)",Comfort & Ease of riding,"₹70,000–₹1,00,000",No – Too costly compared to fuel bikes
Unknown,Gokul Kohli,hdora@kashyap.com,Below 20 years,Female,Yes – Scooter (gearless),"Commuter (100–150cc, mileage-focused)",Eco-friendliness (Electric option),"Scooter (lightweight, gearless)",Sports Bike (200–400cc),"Commuter (125–150cc, cost-effective)",Electric Bike,Electric Scooter/Bike,Maintenance cost,"₹70,000–₹1,00,000",Not sure,16-02-2025 04:38,Cruiser (comfortable for long rides),Eco-friendliness (Electric option),"₹1,00,000–₹1,50,000","Yes – Good for city rides, but not long tours"
Unknown,Anaya Jha,eahluwalia@kapur.com,51 Years and above,Prefer not to say,No,"Electric Bike (eco-friendly, modern)",Eco-friendliness (Electric option),"Scooter (lightweight, gearless)",Sports Bike (200–400cc),"Commuter (125–150cc, cost-effective)",Electric Bike,Electric Scooter/Bike,Maintenance cost,"₹70,000–₹1,00,000",Not sure,24-09-2025 05:13,"Scooter (gearless, lightweight)",Eco-friendliness (Electric option),"₹1,00,000–₹1,50,000",Yes – Affordable and eco-friendly
Unknown,Ayesha Jhaveri,fmagar@yahoo.com,41-50 Years,Male,Yes – Scooter (gearless),Sports Bike (performance-oriented),Eco-friendliness (Electric option),"Commuter bike (100–125cc, high mileage)",Sports Bike (200–400cc),"Commuter (125–150cc, cost-effective)",Electric Bike,Electric Scooter/Bike,Maintenance cost,"₹70,000–₹1,00,000",Not sure,13-05-2025 03:58,"Electric Bike (eco-friendly, modern)",Stylish design / Looks,"Above ₹1,50,000",Yes – Affordable and eco-friendly
Unknown,Aarush Sundaram,qdevan@yahoo.com,51 Years and above,Female,Yes – Sports Bike,"Commuter (100–150cc, mileage-focused)",Eco-friendliness (Electric option),Entry-level Sports (150cc),Sports Bike (200–400cc),"Commuter (125–150cc, cost-effective)",Electric Bike,Electric Scooter/Bike,Maintenance cost,"₹70,000–₹1,00,000",Not sure,18-01-2025 23:33,Sports Bike (performance-oriented),Mileage / Fuel efficiency,"₹1,00,000–₹1,50,000",No – Lack of charging/service support
